,symbol,report_date,open,close,high,low,volume,country,industry,sector,close (%)
200190,AGCO,2019-01-02,70.94786510981506,71.69658712152707,72.22585612980627,70.2249610985069,771300,United States,Farm & Heavy Construction Machinery,Industrials,0.0
200191,AGCO,2019-01-03,71.39968011688266,70.16041609749725,71.709496121729,69.74732809103544,752600,United States,Farm & Heavy Construction Machinery,Industrials,-2.142599927979818
200192,AGCO,2019-01-04,71.27059011486334,74.29129616211529,74.536567165952,71.24477211445948,1008000,United States,Farm & Heavy Construction Machinery,Industrials,3.619013323730644
200193,AGCO,2019-01-07,75.91783018755865,76.78273320108805,78.0736332212812,75.00129117322153,1343200,United States,Farm & Heavy Construction Machinery,Industrials,7.093986316168525
200194,AGCO,2019-01-08,77.58309121360782,77.68636321522325,78.17690522289665,76.56328019765523,872000,United States,Farm & Heavy Construction Machinery,Industrials,8.354339214980198
200195,AGCO,2019-01-09,78.74490123178164,79.00308123582026,79.33871524107047,78.12526922208893,642700,United States,Farm & Heavy Construction Machinery,Industrials,10.190853438962918
200196,AGCO,2019-01-10,78.80944623279129,79.97125625096513,80.06161925237865,78.74490123178164,351500,United States,Farm & Heavy Construction Machinery,Industrials,11.541231544832575
200197,AGCO,2019-01-11,79.49362324349366,79.97125625096513,80.37143525722499,78.5254482283488,548300,United States,Farm & Heavy Construction Machinery,Industrials,11.541231544832575
200198,AGCO,2019-01-14,79.09344423723378,79.79053024813808,80.28107225581147,79.09344423723378,406000,United States,Farm & Heavy Construction Machinery,Industrials,11.289160965070238
200199,AGCO,2019-01-15,79.58398624490718,79.86798424934966,80.06161925237865,79.10635323743571,439100,United States,Farm & Heavy Construction Machinery,Industrials,11.397191213539791
200200,AGCO,2019-01-16,80.26816325560954,80.28107225581147,80.7845232636868,79.60980424531104,503500,United States,Farm & Heavy Construction Machinery,Industrials,11.97335253871084
200201,AGCO,2019-01-17,79.8808932495516,81.06852126812929,81.90760628125483,79.8808932495516,598300,United States,Farm & Heavy Construction Machinery,Industrials,13.07166006481816
200202,AGCO,2019-01-18,82.06251428367801,83.53414030669818,84.23122631760249,81.79142527943745,721500,United States,Farm & Heavy Construction Machinery,Industrials,16.510622974432838
200203,AGCO,2019-01-22,82.64341929276492,81.13306626913895,82.92741729720741,80.70706926247522,637300,United States,Farm & Heavy Construction Machinery,Industrials,13.161685271876143
200204,AGCO,2019-01-23,79.1838072386473,79.32580624086854,80.16489125399409,77.7896352168387,790100,United States,Farm & Heavy Construction Machinery,Industrials,10.6409794742528
200205,AGCO,2019-01-24,79.33871524107047,79.6356222457149,80.15198225379216,79.33871524107047,401700,United States,Farm & Heavy Construction Machinery,Industrials,11.073100468131084
200206,AGCO,2019-01-25,80.65543326166748,81.49451827479302,82.54014729114947,80.17780025419601,650800,United States,Farm & Heavy Construction Machinery,Industrials,13.665826431400802
200207,AGCO,2019-01-28,79.62271324551297,80.06161925237865,80.92652226590803,79.09344423723378,510500,United States,Farm & Heavy Construction Machinery,Industrials,11.667266834713743
200208,AGCO,2019-01-29,80.57797926045589,81.4428822739853,81.93342428165869,79.75180324753228,382100,United States,Farm & Heavy Construction Machinery,Industrials,13.593806265754427
200209,AGCO,2019-01-30,82.1399682848896,82.29487628731277,83.13396130043833,81.37833727297564,466300,United States,Farm & Heavy Construction Machinery,Industrials,14.782138998919711
200210,AGCO,2019-01-31,81.93342428165869,82.8757812963997,83.01778029862093,81.24924727095633,761000,United States,Farm & Heavy Construction Machinery,Industrials,15.592365862441508
200211,AGCO,2019-02-01,82.4990904748558,83.61881291967835,83.7217759031103,82.22881264334693,902400,United States,Farm & Heavy Construction Machinery,Industrials,16.628721500987034
